tweet,date,tagged,keywords,events,selected
"L'appartement de #Magnotta avait été nettoyé quand la police y est entré, dit Hamlin. Mais des tâches de sang ont été néanmoins retrouvées.",10/6/2014,L'appartement_ADV de_P #Magnotta_NPP avait_V été_VPP nettoyé_VPP quand_CS la_DET police_NC y_CLO est_V entré_VPP dit_V Hamlin_NPP Mais_CC des_P tâches_NC de_P sang_NC ont_V été_VPP néanmoins_ADV retrouvées_VPP,avait été nettoyé police est entré dit Hamlin tâches sang ont retrouvées,-,
"Procès #Magnotta reprend. L'avocat de l'accusé, Luc Leclair, contre-interroge l'enquêteuse du SPVM Claudette Hamlin.",10/6/2014,Procès_NPP #Magnotta_NPP reprend_V L'avocat_NPP de_P l'accusé_VPP Luc_NPP Leclair_NPP contre-interroge_V l'enquêteuse_ADJ du_P SPVM_NPP Claudette_NPP Hamlin_NPP,Procès reprend L'avocat l'accusé Luc Leclair contre-interroge l'enquêteuse SPVClaudette Hamlin,-,
Fin du témoignage de l'enquêteuse du SPVM. Elle sera contre-interrogée par avocat de #Magnotta après pause de 20 min.,10/6/2014,Fin_NC du_P témoignage_NC de_P l'enquêteuse_NC du_P SPVM_NPP Elle_CLS sera_V contre-interrogée_VPP par_P avocat_NC de_P #Magnotta_NPP après_P pause_NC de_P 20_DET min_NC,Fin témoignage l'enquêteuse SPVsercontre-interrogée avocat pause min,-,
Les preuves photographiques amassées à Paris/Berlin ne sont montrées qu'au jury. Pas présentées à l'écran jusqu'à nouvel ordre. #Magnotta,10/6/2014,Les_DET preuves_N photographiques_ADJ amassées_VPP à_P Paris/Berlin_NPP ne_ADV sont_V montrées_VPP qu'au_DET jury_NC Pas_ADV présentées_VPP à_P l'écran_DET jusqu_NC '_ADJ à_P nouvel_ADJ ordre_NC #Magnotta_NPP,photographiques amassées Paris/Berlin sont montrées jury présentées jusqu nouvel ordre,-,
Hamlin présente maintenant preuve photographique recueillie chez l'homme qui a hébergé #Magnotta à Berlin.,10/6/2014,Hamlin_NPP présente_V maintenant_ADV preuve_ADV photographique_ADJ recueillie_NC chez_P l'homme_NC qui_PROREL a_V hébergé_VPP #Magnotta_NPP à_P Berlin_NPP,Hamlin présente photographique recueillie l'homme hébergé Berlin,-,
Hamlin présente maintenant des photos prises dans une chambre d'hôtel à Paris par la police française. #Magnotta,10/6/2014,Hamlin_NPP présente_V maintenant_ADV des_DET photos_NC prises_VPP dans_P une_DET chambre_N d'hôtel_ADJ à_P Paris_NPP par_P la_DET police_NC française_ADJ #Magnotta_NPP,Hamlin présente photos prises d'hôtel Paris police française,-,
"Casquette et perruque déposées en preuve. Tout comme facture de Postes Canada du 25 avril 2012, et une de Zellers du 25 mai. #Magnotta",10/6/2014,Casquette_NC et_CC perruque_NC déposées_VPP en_P preuve_NC Tout_ADJ comme_P facture_NC de_P Postes_NC Canada_NPP du_P 25_ADJ avril_NC 2012_N et_CC une_DET de_P Zellers_NPP du_P 25_ADJ mai_NC #Magnotta_NPP,Casquette perruque déposées preuve Tout facture Postes Canad25 avril Zellers mai,-,
"Perruque noire que #Magnotta porte sur certaines séquences vidéo a aussi été retrouvée à Berlin, dit Hamlin.",10/6/2014,Perruque_N noire_ADJ que_CS #Magnotta_NPP porte_V sur_P certaines_PRO séquences_N vidéo_ADJ a_V aussi_ADV été_VPP retrouvée_VPP à_P Berlin_NPP dit_V Hamlin_NPP,noire porte vidéo été retrouvée Berlin dit Hamlin,-,
"Casquette ""semblable""à celle que portait Lin Jun a été retrouvée à Berlin dans les affaires personnelles de #Magnotta, dit Hamlin.",10/6/2014,Casquette_NC semblableà_ADJ celle_PRO que_PROREL portait_V Lin_DET Jun_N a_V été_VPP retrouvée_VPP à_P Berlin_NPP dans_P les_DET affaires_NC personnelles_ADJ de_P #Magnotta_NPP dit_V Hamlin_NPP,Casquette semblableà portait été retrouvée Berlin affaires personnelles dit Hamlin,-,
"19 mai: Une vidéo montre #Magnotta au sous-sol. Ensuite, il sort seul, revient. Puis il quitte avec l'homme non identifié.",10/6/2014,19_ADJ mai_NC :_PUNC Une_DET vidéo_NC montre_V #Magnotta_NPP au_P sous-sol_N Ensuite_ADV il_CLS sort_V seul_ADJ revient_V Puis_CC il_CLS quitte_V avec_P l'homme_NC non_ADV identifié_ADJ,19 mai vidéo montre sort seul revient quitte l'homme identifié,-,
"Le police a retrouvé une image de cet homme sur caméras de surveillance, mais n'a jamais réussi à l'identifier, dit Hamlin. #Magnotta",10/6/2014,Le_DET police_NC a_V retrouvé_VPP une_DET image_NC de_P cet_DET homme_NC sur_P caméras_NC de_P surveillance_NC mais_CC n_NC '_ADJ a_V jamais_ADV réussi_VPP à_P l'identifier_VINF dit_V Hamlin_NPP #Magnotta_NPP,police retrouvé image homme caméras surveillance n réussi l'identifier dit Hamlin,-,
Hamlin dit que la vidéo #magnotta montre un autre individu filmé dans nuit du 18 au 19 mai 2012.,10/6/2014,Hamlin_NPP dit_V que_CS la_DET vidéo_NC #magnotta_V montre_V un_DET autre_ADJ individu_NC filmé_VPP dans_P nuit_N du_P 18_N au_P 19_ADJ mai_NC 2012_N,Hamlin dit vidéo montre autre individu filmé 19 mai,-,
"Hamlin est incapable de dire comment Lin Jun et #Magnotta se sont rencontrés. ""Ni quand, ni pourquoi"", dit-elle.",10/6/2014,Hamlin_NPP est_V incapable_ADJ de_P dire_VINF comment_ADVWH Lin_ET Jun_ET et_CC #Magnotta_NPP se_CLR sont_V rencontrés_VPP Ni_CC quand_CS ni_CC pourquoi_ADVWH dit-elle_N,Hamlin est incapable dire sont rencontrés,-,
"17h14: #Magnotta sort de l'immeuble, prend un taxi. Ce sont les dernières images de Lui dans cet immeuble, dit Hamlin.",10/6/2014,17h14_ADJ :_PUNC #Magnotta_NPP sort_V de_P l'immeuble_NC prend_V un_DET taxi_NC Ce_CLS sont_V les_DET dernières_ADJ images_NC de_P Lui_PRO dans_P cet_DET immeuble_NC dit_V Hamlin_NPP,17h14 sort l'immeuble prend taxi sont dernières images immeuble dit Hamlin,-,
11h11: #Magnotta sort de l'immeuble avec sac de vidange. Il revient à 16h35. On le revoit ensuite au sous-sol.,10/6/2014,11h11_ADJ :_PUNC #Magnotta_NPP sort_V de_P l'immeuble_NC avec_P sac_NC de_P vidange_NC Il_CLS revient_V à_P 16h35_N On_CLS le_CLO revoit_V ensuite_ADV au_P sous-sol_NC,11h11 sort l'immeuble sac vidange revient revoit sous-sol,-,
"Un peu plus tard, début am, #Magnotta quitte l'immeuble à nouveau. Revient 30 min. plus tard. Il est 9h23, le 26 mai 2012.",10/6/2014,Un_DET peu_ADV plus_ADV tard_ADV début_NC am_NC #Magnotta_NPP quitte_ADJ l'immeuble_ADJ à_P nouveau_ADJ Revient_N 30_ADJ min_ADJ plus_ADV tard_ADV Il_CLS est_V 9h23_ADJ le_DET 26_ADJ mai_NC 2012_N,début aquitte l'immeuble nouveau 30 min est 9h23 26 mai,-,
Nouvelle séquence. #Magnotta dépose déchets au sous-sol de l'immeuble. Porte casquette de Lin Jun + t-shirt Mickey Mouse.,10/6/2014,Nouvelle_ADJ séquence_NC #Magnotta_NPP dépose_V déchets_NC au_P sous-sol_NC de_P l'immeuble_NC Porte_V casquette_NC de_P Lin_NPP Jun_NPP +_P t-shirt_NC Mickey_NPP Mouse_NPP,Nouvelle séquence dépose déchets sous-sol l'immeuble Porte casquette Lin Jun t-shirt Mickey Mouse,-,
"Sur la séquence, on voit #Magnotta quitter son immeuble, puis y revenir 2 min. plus tard.",10/6/2014,Sur_P la_DET séquence_NC on_CLS voit_V #Magnotta_NPP quitter_VINF son_DET immeuble_NC puis_CC y_CLO revenir_VINF 2_DET min_NC plus_ADV tard_ADV,séquence voit quitter immeuble revenir min,-,
"Le témoignage de l'enquêteuse Hamelin reprend. Elle présente un extrait vidéo filmé le 26 mai 2012, au petit matin #Magnotta",10/6/2014,Le_DET témoignage_NC de_P l'enquêteuse_NC Hamelin_NPP reprend_V Elle_CLS présente_V un_DET extrait_V vidéo_ADJ filmé_VPP le_DET 26_ADJ mai_NC 2012_N au_P petit_ADJ matin_NC #Magnotta_NPP,témoignage l'enquêteuse Hamelin reprend présente extrait vidéo filmé 26 mai petit matin,-,
Procès #Magnotta reprend finalement après débat juridique. Le jury entre dans la salle d'audiences.,10/6/2014,Procès_NPP #Magnotta_NPP reprend_V finalement_ADV après_P débat_NC juridique_ADJ Le_DET jury_NC entre_P dans_P la_DET salle_NC d'audiences_NC,Procès reprend débat juridique jury salle d'audiences,-,
"Procès #Magnotta reprend avec nouveau débat hors jury, dont on ne peut rapporter la teneur.",10/6/2014,Procès_NPP #Magnotta_NPP reprend_V avec_P nouveau_ADJ débat_NC hors_P jury_NC dont_PROREL on_CLS ne_ADV peut_V rapporter_VINF la_DET teneur_NC,Procès reprend nouveau débat jury peut rapporter teneur,-,
"L'enquêteuse Hamelin doit présenter des images de caméras de surveillance filmées 26 mai 2012, au lendemain du meurtre de Lin Jun #Magnotta",10/6/2014,L'enquêteuse_ADJ Hamelin_NPP doit_V présenter_VINF des_DET images_NC de_P caméras_NC de_P surveillance_NC filmées_VPP 26_ADJ mai_NC 2012_N au_P lendemain_N du_P meurtre_NC de_P Lin_NPP Jun_NPP #Magnotta_NPP,L'enquêteuse Hamelin doit présenter images caméras surveillance filmées 26 mai meurtre Lin Jun,-,
"Procès #Magnotta reprend au palais de justice de Montréal, avec la suite du témoignage de l'enquêteuse du SPVM Claudette Hamelin.",10/6/2014,Procès_NPP #Magnotta_NPP reprend_V au_P palais_N de_P justice_N de_P Montréal_NPP avec_P la_DET suite_N du_P témoignage_NC de_P l'enquêteuse_NC du_P SPVM_NPP Claudette_NPP Hamelin_NPP,Procès reprend Montréal témoignage l'enquêteuse SPVClaudette Hamelin,-,
Fin de la journée au procès #Magnotta. De retour lundi pour séquences vidéo du 26 mai 2012.,10/2/2014,Fin_NC de_P la_DET journée_NC au_P procès_NC #Magnotta_NPP De_P retour_N lundi_NC pour_P séquences_N vidéo_ADJ du_P 26_ADJ mai_NC 2012_N,Fin journée procès lundi vidéo 26 mai,-,
"25 mai 2012, vers 21h. #Magnotta sort deux gros sacs de vidange, revient. Peu après, il sort avec valise, puis revient sans elle.",10/2/2014,25_ADJ mai_NC 2012_N vers_P 21h_DET #Magnotta_NPP sort_V deux_DET gros_ADJ sacs_NC de_P vidange_NC revient_V Peu_ADV après_P il_DET sort_NC avec_P valise_NC puis_CC revient_V sans_P elle_PRO,25 mai sort gros sacs vidange revient valise,-,
"25 mai 2012, en soirée : #Magnotta se fait livrer une pizza. Puis il entre et sort de l'immeuble à deux reprises. Porte une perruque noire.",10/2/2014,25_ADJ mai_NC 2012_N en_P soirée_NC :_PUNC #Magnotta_NPP se_CLR fait_V livrer_VINF une_DET pizza_NC Puis_CC il_CLS entre_V et_CC sort_V de_P l'immeuble_NC à_P deux_DET reprises_NC Porte_V une_DET perruque_NC noire_ADJ,25 mai soirée fait livrer pizzentre sort l'immeuble reprises Porte perruque noire,-,
"Plus tard dans l'après-midi du 25 mai 2012, #Magnotta retourne deux fois au sous-sol jeter des choses.",10/2/2014,Plus_ADV tard_ADV dans_P l'après-midi_N du_P 25_ADJ mai_NC 2012_N #Magnotta_N retourne_V deux_DET fois_NC au_P sous-sol_NC jeter_V des_DET choses_NC,25 mai retourne fois sous-sol jeter choses,-,
"25 mai 2012, 12h10: #Magnotta revient. 13h32 : il quitte l'immeuble à nouveau. Retour à 14h17. Plusieurs angles de caméras montrés.",10/2/2014,25_ADJ mai_NC 2012_N 12h10_ADJ :_PUNC #Magnotta_NPP revient_V 13h32_ADJ :_PUNC il_CLS quitte_V l'immeuble_ADJ à_P nouveau_ADJ Retour_NC à_P 14h17_DET Plusieurs_DET angles_NC de_P caméras_NC montrés_VPP,25 mai 12h10 revient 13h32 quitte l'immeuble nouveau Retour angles caméras montrés,-,
"#Magnotta revient une minute plus tard, puis quitte l'immeuble à nouveau. Démarche normale. Ne semble pas paniqué.",10/2/2014,#Magnotta_NPP revient_V une_DET minute_NC plus_ADV tard_ADV puis_CC quitte_ADJ l'immeuble_ADJ à_P nouveau_N Démarche_N normale_ADJ Ne_ADV semble_V pas_ADV paniqué_VPP,revient minute quitte l'immeuble normale semble paniqué,-,
"9h08, 25 mai 2012: #Magnotta quitte l'immeuble. S'est de nouveau changé. Prend la peine de se regarder dans un miroir.",10/2/2014,9h08_ADJ 25_ADJ mai_NC 2012_N :_PUNC #Magnotta_NPP quitte_V l'immeuble_ADJ S'est_N de_P nouveau_N changé_VPP Prend_NPP la_DET peine_N de_P se_CLR regarder_VINF dans_P un_DET miroir_N,9h08 25 mai quitte l'immeuble changé Prend regarder,-,
"25 mai au matin: #Magnotta, qui s'est de nouveau changé, quitte l'immeuble, puis y revient peu après, avec une valise.",10/2/2014,25_ADJ mai_NC au_P matin_NC :_PUNC #Magnotta_NPP qui_PROREL s_ET '_ET est_V de_P nouveau_N changé_VPP quitte_ADJ l'immeuble_ADJ puis_CC y_CLO revient_V peu_ADV après_P avec_P une_DET valise_NC,25 mai matin est changé quitte l'immeuble revient valise,-,
"25 mai, tôt le matin: le concierge Nadeau sort bacs à ordures dans lesquels #Magnotta a jeté des objets. Collecte des ordures ce matin-là",10/2/2014,25_ADJ mai_NC tôt_ADV le_DET matin_NC :_PUNC le_DET concierge_NC Nadeau_NPP sort_V bacs_N à_P ordures_N dans_P lesquels_PROREL #Magnotta_NPP a_V jeté_VPP des_DET objets_NC Collecte_ADJ des_P ordures_NC ce_DET matin-là_NC,25 mai matin concierge Nadeau sort jeté objets Collecte ordures matin-là,-,
"Plus tard dans la nuit, #Magnotta sort et revient avec un chien noir sous le bras.",10/2/2014,Plus_ADV tard_ADV dans_P la_DET nuit_NC #Magnotta_NPP sort_V et_CC revient_V avec_P un_DET chien_N noir_ADJ sous_P le_DET bras_NC,nuit sort revient noir bras,-,
"Plus tard dans la nuit, #Magnotta fait des allers-retours pour aller jeter objets dans des bacs à ordures dans sous-sol de l'immeuble.",10/2/2014,Plus_ADV tard_ADV dans_P la_DET nuit_NC #Magnotta_NPP fait_V des_DET allers-retours_NC pour_P aller_VINF jeter_VINF objets_NC dans_P des_DET bacs_N à_P ordures_N dans_P sous-sol_N de_P l'immeuble_NC,nuit fait allers-retours aller jeter objets l'immeuble,-,
#Magnotta revient à 2h13. Il marche somme toute normalement. Pas de signe d'énervement particulièrement visible.,10/2/2014,#Magnotta_NPP revient_V à_P 2h13_N Il_CLS marche_V somme_N toute_ADJ normalement_ADV Pas_ADV de_P signe_NC d'énervement_ADV particulièrement_ADV visible_ADJ,revient marche toute signe visible,-,
"2h06, 25 mai 2012: #Magnotta ressort seul de l'immeuble. Il est habillé d'une façon différente, note Hamelin.",10/2/2014,2h06_ADJ 25_ADJ mai_NC 2012_N :_PUNC #Magnotta_NPP ressort_V seul_ADJ de_P l'immeuble_NC Il_CLS est_V habillé_ADJ d'une_DET façon_NC différente_ADJ note_V Hamelin_NPP,2h06 25 mai ressort seul l'immeuble est habillé façon différente note Hamelin,-,
"22h16, 24 mai 2012: on voit Luka Rocco #Magnotta entrer dans l'immeuble du boul. Décarie avec Lin Jun.",10/2/2014,22h16_DET 24_ADJ mai_NC 2012_N :_PUNC on_CLS voit_V Luka_NPP Rocco_NPP #Magnotta_NPP entrer_V dans_P l'immeuble_ADJ du_P boul_NC Décarie_NPP avec_P Lin_NPP Jun_NPP,24 mai voit LukRocco entrer l'immeuble boul Décarie Lin Jun,-,
"Des extraits de caméras de surveillance montrant #Magnotta sont présentés au jury. Ce sera assez long, dit la Couronne.",10/2/2014,Des_DET extraits_NC de_P caméras_NC de_P surveillance_NC montrant_VPR #Magnotta_NPP sont_V présentés_VPP au_P jury_NC Ce_CLS sera_V assez_ADV long_ADJ dit_V la_DET Couronne_NC,extraits caméras surveillance sont présentés jury serlong dit Couronne,-,
"SPVM a isolé une centaines de séquences de caméras de surveillance du 24 au 26 mai, date à laquelle #Magnotta a quitté le pays. #Magnotta",10/2/2014,SPVM_NPP a_V isolé_VPP une_DET centaines_NC de_P séquences_N de_P caméras_N de_P surveillance_N du_P 24_ADJ au_P 26_ADJ mai_NC date_N à_P laquelle_PROREL #Magnotta_NPP a_V quitté_VPP le_DET pays_NC #Magnotta_NPP,SPVisolé centaines 24 26 mai quitté pays,-,
SPVM a d'abord cru que #Magnotta était victime. Mais Schorer a identifié Magnotta faisant aller-retour sur vidéo; il est devenu le suspect.,10/2/2014,SPVM_NPP a_V d'abord_VPP cru_ADJ que_CS #Magnotta_NPP était_V victime_NC Mais_CC Schorer_NPP a_V identifié_ADJ Magnotta_NPP faisant_VPR aller-retour_VINF sur_P vidéo_NC ;_PUNC il_CLS est_V devenu_VPP le_DET suspect_NC,SPVd'abord cru était victime Schorer identifié Magnottaller-retour vidéo est devenu suspect,-,
"Cette 2e fouile, effectuée dans nuit du 29 au 30, a permis de récupérer bouteille de vin et poster Casablanca, vus dans vidéo. #Magnotta",10/2/2014,Cette_DET 2e_DET fouile_V effectuée_VPP dans_P nuit_N du_P 29_ADJ au_P 30_ADJ a_V permis_VPP de_P récupérer_VINF bouteille_NC de_P vin_NC et_CC poster_VINF Casablanca_NPP vus_VPP dans_P vidéo_ADJ #Magnotta_NPP,fouile effectuée 29 30 permis récupérer bouteille vin poster Casablancvus vidéo,-,
Sacs de vidange ont été fouillés deux fois 29 mai. 2e fois après que Hamelin a eu vent d'une vidéo circulant sur Internet. #Magnotta,10/2/2014,Sacs_NPP de_P vidange_NC ont_V été_VPP fouillés_VPP deux_DET fois_NC 29_ADJ mai_NC 2e_ADJ fois_N après_P que_C Hamelin_NPP a_V eu_VPP vent_N d'une_ADJ vidéo_ADJ circulant_VPR sur_P Internet_NPP #Magnotta_NPP,Sacs vidange ont été fouillés fois 29 mai 2e Hamelin eu d'une vidéo Internet,-,
Hamelin décrit le contenu des sacs de vidange trouvés devant immeuble du boulevard Décarie. #Magnotta,10/2/2014,Hamelin_NPP décrit_V le_DET contenu_NC des_P sacs_NC de_P vidange_NC trouvés_ADJ devant_P immeuble_NC du_P boulevard_NC Décarie_NPP #Magnotta_NPP,Hamelin décrit contenu sacs vidange trouvés immeuble boulevard Décarie,-,
"Caméra et ordinateur trouvés sur place ont été envoyés à la section des crimes technologiques, précise Hamelin #Magnotta",10/2/2014,Caméra_NPP et_CC ordinateur_NC trouvés_ADJ sur_P place_NC ont_V été_VPP envoyés_VPP à_P la_DET section_NC des_P crimes_NC technologiques_ADJ précise_V Hamelin_NPP #Magnotta_NPP,Camérordinateur trouvés place ont été envoyés section crimes technologiques précise Hamelin,-,
"Une caméra et un ordinateur portatif ont aussi été trouvés, mais n'ont pas été photographiés, dit Hamelin. Fonctionnels. #Magnotta",10/2/2014,Une_DET caméra_NC et_CC un_DET ordinateur_NC portatif_ADJ ont_V aussi_ADV été_VPP trouvés_ADJ mais_CC n'ont_V pas_ADV été_VPP photographiés_VPP dit_V Hamelin_NPP Fonctionnels_NPP #Magnotta_NPP,camérordinateur portatif ont été trouvés n'ont photographiés dit Hamelin Fonctionnels,-,
"Hamelin explique que d'autres parties de corps ont été trouvés avec papier identifiant Magnotta, outils tachés, selon elle. #Magnotta",10/2/2014,Hamelin_NPP explique_V que_CS d'autres_DET parties_NC de_P corps_NC ont_V été_VPP trouvés_ADJ avec_P papier_NC identifiant_ADJ Magnotta_NPP outils_NC tachés_VPP selon_P elle_PRO #Magnotta_NPP,Hamelin explique parties corps ont été trouvés papier identifiant Magnottoutils tachés,-,
"Après valise, SPVM a décidé de fouiller d'autres sacs de vidange un à un. Ce qu'a décrit la policière Simoneau cette semaine. #Magnotta",10/2/2014,Après_P valise_NC SPVM_NPP a_V décidé_VPP de_P fouiller_VINF d'autres_DET sacs_NC de_P vidange_NC un_DET à_P un_DET Ce_DET qu'a_DET décrit_V la_DET policière_ADJ Simoneau_NPP cette_DET semaine_NC #Magnotta_NPP,valise SPVdécidé fouiller sacs vidange décrit policière Simoneau semaine,-,
"Hamelin explique que la valise dans laquelle a été trouvée partie de corps avait été peinturée, vraisemblablement avec aérosol. #Magnotta",10/2/2014,Hamelin_NPP explique_V que_CS la_DET valise_NC dans_P laquelle_PROREL a_V été_VPP trouvée_VPP partie_NC de_P corps_NC avait_V été_VPP peinturée_VPP vraisemblablement_ADV avec_P aérosol_NC #Magnotta_NPP,Hamelin explique valise été trouvée partie corps avait peinturée aérosol,-,
"29 mai 2012: Hamelin a reçu appel pour mort suspecte vers 10:50. Sur place, elle a dirigé le travail de Caroline Simoneau. #Magnotta",10/2/2014,29_ADJ mai_NC 2012_N :_PUNC Hamelin_NPP a_V reçu_VPP appel_NC pour_P mort_NC suspecte_ADJ vers_P 10:50_DET Sur_P place_NC elle_CLS a_V dirigé_VPP le_DET travail_N de_P Caroline_N Simoneau_N #Magnotta_ET,29 mai Hamelin reçu appel mort suspecte place dirigé,-,
"Procès #Magnotta reprend avec témoignage de la sergente-détective Claudette Hamelin, des crimes majeurs au SPVM.",10/2/2014,Procès_ET #Magnotta_ET reprend_V avec_P témoignage_NC de_P la_DET sergente-détective_NC Claudette_NPP Hamelin_NPP des_P crimes_NC majeurs_ADJ au_P SPVM_NPP,reprend témoignage sergente-détective Claudette Hamelin crimes majeurs SPVM,-,
